"('361', '916')",0.07142857142857142
"('361', '611')",0.05263157894736842
"('361', '636')",0.17647058823529413
"('361', '263')",0.05555555555555555
"('361', '666')",0.11764705882352941
"('361', '291')",0.05263157894736842
"('361', '213')",0.1111111111111111
"('361', '334')",0.05263157894736842
"('361', '311')",0.07692307692307693
"('361', '327')",0.42857142857142855
"('361', '338')",0.05263157894736842
"('361', '697')",0.17647058823529413
"('361', '841')",0.05263157894736842
"('361', '314')",0.17647058823529413
"('361', '99')",0.05263157894736842
"('361', '376')",0.42857142857142855
"('361', '363')",0.17647058823529413
"('361', '415')",0.05263157894736842
"('361', '392')",0.5384615384615384
"('361', '26')",0.05263157894736842
"('361', '886')",0.05555555555555555
"('361', '362')",0.25
"('361', '353')",0.25
"('361', '683')",0.17647058823529413
"('361', '318')",0.05263157894736842
"('361', '379')",0.42857142857142855
"('361', '325')",0.5384615384615384
"('361', '305')",0.25
"('361', '978')",0.13333333333333333
"('361', '380')",0.42857142857142855
"('361', '401')",0.05263157894736842
"('361', '388')",0.25
"('361', '629')",0.17647058823529413
"('361', '18')",0.05263157894736842
"('361', '345')",0.25
"('361', '22')",0.05555555555555555
"('361', '393')",0.3333333333333333
"('361', '607')",0.1111111111111111
"('361', '668')",0.05263157894736842
"('361', '622')",0.05263157894736842
"('361', '980')",0.1111111111111111
"('361', '265')",0.07692307692307693
"('361', '407')",0.05263157894736842
"('361', '304')",0.25
"('361', '933')",0.05263157894736842
"('361', '967')",0.1111111111111111
"('361', '613')",0.1111111111111111
"('361', '999')",0.08333333333333333
"('361', '418')",0.05555555555555555
"('361', '339')",0.5384615384615384
"('361', '696')",0.17647058823529413
"('361', '664')",0.05263157894736842
"('361', '618')",0.05263157894736842
"('361', '725')",0.05555555555555555
"('361', '610')",0.05263157894736842
"('361', '399')",0.3333333333333333
"('361', '642')",0.05263157894736842
"('361', '913')",0.1111111111111111
"('361', '996')",0.1111111111111111
"('361', '542')",0.1111111111111111
"('361', '384')",0.25
"('361', '640')",0.05263157894736842
"('361', '626')",0.3333333333333333
"('361', '639')",0.1111111111111111
"('361', '957')",0.1111111111111111
"('361', '42')",0.05263157894736842
"('361', '662')",0.0625
"('361', '641')",0.25
"('361', '929')",0.05263157894736842
"('361', '398')",0.17647058823529413
"('361', '344')",0.25
"('361', '120')",0.05263157894736842
"('361', '643')",0.1111111111111111
"('361', '374')",0.05263157894736842
"('361', '589')",0.05263157894736842
"('361', '628')",0.1111111111111111
"('361', '614')",0.05263157894736842
"('361', '20')",0.05263157894736842
"('361', '659')",0.17647058823529413
"('361', '690')",0.05263157894736842
"('361', '992')",0.17647058823529413
"('361', '530')",0.05263157894736842
"('361', '701')",0.05263157894736842
"('361', '595')",0.05263157894736842
"('361', '853')",0.07692307692307693
"('361', '645')",0.35714285714285715
"('361', '329')",0.25
"('361', '254')",0.1111111111111111
"('361', '7')",0.1111111111111111
"('361', '950')",0.17647058823529413
"('361', '915')",0.125
"('361', '328')",0.42857142857142855
"('361', '266')",0.05263157894736842
"('361', '912')",0.11764705882352941
"('361', '156')",0.05263157894736842
"('361', '395')",0.17647058823529413
"('361', '48')",0.05263157894736842
"('361', '385')",0.25
"('361', '599')",0.05263157894736842
"('361', '807')",0.17647058823529413
"('361', '958')",0.1111111111111111
"('361', '619')",0.1111111111111111
"('361', '53')",0.05263157894736842
"('361', '337')",0.3333333333333333
"('361', '654')",0.25
"('361', '948')",0.05263157894736842
"('361', '661')",0.05263157894736842
"('361', '32')",0.05263157894736842
"('361', '624')",0.25
"('361', '791')",0.11764705882352941
"('361', '367')",0.05263157894736842
"('361', '954')",0.1111111111111111
"('361', '64')",0.05555555555555555
"('361', '324')",0.5384615384615384
"('361', '25')",0.05555555555555555
"('361', '692')",0.05555555555555555
"('361', '247')",0.1111111111111111
"('361', '517')",0.0625
"('361', '391')",0.6666666666666666
"('361', '936')",0.1111111111111111
"('361', '341')",0.42857142857142855
"('361', '688')",0.26666666666666666
"('361', '670')",0.1111111111111111
"('361', '535')",0.05263157894736842
"('361', '918')",0.05263157894736842
"('361', '370')",0.17647058823529413
"('361', '908')",0.1111111111111111
"('361', '75')",0.05263157894736842
"('361', '930')",0.11764705882352941
"('361', '359')",0.1111111111111111
"('361', '581')",0.05263157894736842
"('361', '46')",0.07692307692307693
"('361', '308')",0.17647058823529413
"('361', '616')",0.1111111111111111
"('361', '644')",0.17647058823529413
"('361', '977')",0.1111111111111111
"('361', '919')",0.07692307692307693
"('361', '987')",0.17647058823529413
"('361', '92')",0.1111111111111111
"('361', '632')",0.17647058823529413
"('361', '677')",0.1111111111111111
"('361', '1')",0.05263157894736842
"('361', '303')",0.1111111111111111
"('361', '993')",0.17647058823529413
"('361', '904')",0.05263157894736842
"('361', '358')",0.1111111111111111
"('361', '540')",0.17647058823529413
"('361', '829')",0.05263157894736842
"('361', '320')",0.25
"('361', '994')",0.1111111111111111
"('361', '698')",0.0625
"('361', '103')",0.07692307692307693
"('361', '905')",0.05263157894736842
